"","group","CDC25B","CDK4","IQGAP3","MMP1","MMP7","SLC7A5","TEAD4","TRIB3","UHRF1"
"GSM277501","Normal",9.61882486768909,9.16707154853788,7.17899835982614,5.78363365328145,5.93343129192592,7.27177263327949,7.6997772346173,6.60643883685745,6.84105690206188
"GSM277502","Tumor",9.15159732275371,8.83958742706244,7.86594855309093,10.4746476776265,8.07271107351142,8.03436414011682,7.02417414136156,8.1871386785481,7.09512055610724
"GSM277503","Normal",8.85126707465654,9.08609645967785,6.22365791151916,5.7492141828734,5.59005606113353,7.25068681193065,8.09966285273072,6.74649747572678,6.39344705584339
"GSM277504","Tumor",10.5522450458613,10.1620061867685,9.08184204027215,11.7187145777341,11.3390067659041,9.12988742024699,8.12391405399014,8.03424127241043,8.92167871360445
"GSM277505","Normal",8.50746187712349,8.46881929683367,5.93767252426997,6.18046697538236,5.70298558929903,7.21855649130517,6.23372381312725,6.38261489896325,6.59234085412752
"GSM277508","Tumor",9.57442446468466,10.4338906960516,8.64489708577044,9.82415217681572,7.79213354331994,10.1754213635021,9.49065803598831,8.3193235415513,8.71528371283584
"GSM277509","Normal",8.89269700580488,9.07757187252612,7.12835181244954,6.85885319934181,5.81631468012464,7.81733736426062,7.26626092481399,6.83342356886256,7.14226614962591
"GSM277511","Normal",8.83843625538204,9.01709757339496,5.4388358521138,5.73186090033183,5.60528977467062,7.39557088919492,6.71780188257005,6.45091527667312,6.22178404861439
"GSM277512","Tumor",11.3527652256937,10.8385240574382,9.14190574468406,9.94803462837624,9.98080452514354,10.5735583550488,8.94247439469405,10.2012782227479,9.01308725116715
"GSM277514","Tumor",10.2821623122297,9.83464070250144,8.86422405836991,10.9955621494147,8.94869602020077,9.12117375558443,8.03394306573768,8.2185056379611,8.82615776100495
"GSM277516","Tumor",10.2397963667119,10.0765020003757,8.76401503959418,9.29815095189853,7.58705258437011,9.47402160139141,8.35851320581148,9.04119007890169,8.21363811437119
"GSM277518","Tumor",10.7798521381161,10.3218070965561,8.86935588614045,7.16891465441761,10.7900236268048,10.3801580456188,8.17216410884014,10.2341803815217,7.91200206652036
"GSM277519","Normal",8.83742510135941,8.48735280085475,6.3833028709979,6.01833160207322,6.01768437682065,7.15458271297166,6.66393122127334,6.91043373081695,6.73505798071833
"GSM277521","Normal",8.2633145948942,7.88831828268111,7.08226840628495,6.25807826847526,6.06014186370149,6.94131184062775,6.28625549376823,6.97654107544858,6.74449774281481
"GSM277523","Normal",9.08145480025289,9.4000695662047,5.8411731651164,6.4869621872492,5.67648951974123,7.384933635199,6.60646325847224,6.82421314897555,6.79844524064356
"GSM277524","Tumor",12.4289729773927,11.3138695396334,9.04948306281156,10.2954995033777,13.3843603097548,11.5364173999766,9.60601140899637,11.0709375575133,8.98148717987246
"GSM277525","Normal",9.18046778215332,9.38316671680426,6.6296751341722,5.83701753773811,5.74833972868053,7.63831602058242,6.56709975834011,6.3564343612653,6.21038787260124
"GSM277526","Tumor",11.1751120171038,10.1380992068516,8.98937444830711,9.70954267591622,8.20435928587897,9.53727498909637,8.34504083211752,9.09056291762492,8.82776426989991
"GSM277527","Normal",9.20607790095395,9.08556372880856,6.58457867094963,6.59826465976543,5.62717236858867,8.37694825290251,7.47324219797411,6.53713301906759,6.79404389442077
"GSM277528","Tumor",10.0901277351464,10.3386962361284,9.12603872781187,11.3673622787246,7.45359587029442,10.8539608966451,8.8743221082287,8.62404969441945,8.68448175125164
"GSM277529","Normal",9.06750899213438,8.72103911292137,6.53856738526719,6.43391186035379,5.77940538118273,8.11666304728339,7.60198375687183,6.55789687382946,6.82596795169608
"GSM277530","Tumor",10.6026359108706,11.1452756779013,8.77464090586165,8.39249713925154,11.7804610692082,9.61798683117989,9.01415936749074,9.24108417345718,9.33817967913449
"GSM277532","Tumor",9.81154486479932,10.350694939239,8.6415326345508,11.4081358721319,10.3394653578568,9.36625806387172,8.19959047276611,9.20640603789171,8.42910129312974
"GSM277533","Normal",9.29591129924186,9.80593747414095,5.63232118708515,5.86155894539527,5.58328588144402,9.41685519040555,6.63790280848538,6.62370344174149,6.71845835374189
"GSM277534","Tumor",10.541812878429,11.4393480589,9.23790932246172,11.7398351054574,11.9609281463975,11.3128458473704,9.35902509650122,10.965988739983,9.49886923749902
"GSM277535","Normal",9.0893477679577,9.21669999827206,6.79451209683443,6.12791184237002,5.65031624063401,7.02058782774757,6.53775102892308,6.65571647791823,6.85714382959142
"GSM277536","Tumor",10.6697908682177,10.4921307804325,8.97685699273404,11.2135802352931,10.0758839115107,8.7810177378655,9.09570179844532,9.52836936304688,9.26033869766311
"GSM277537","Normal",9.66987319752052,9.15871753212604,7.12459935017891,5.87927727765924,5.7584732689008,8.79831385567215,7.80505389958779,7.47758815980843,6.68639972126675
"GSM277539","Normal",6.88525190588909,7.70652352408264,7.29894034581545,5.6874164820011,5.55632003248951,7.17350157656366,5.82262798758942,5.94398124283456,5.38276494414405
"GSM277541","Tumor",11.3208552965208,10.7009457438454,8.83492954596718,9.56634224448136,7.33571128304293,10.0591692825777,8.28215565804348,9.87525780847471,8.47987439987009
"GSM277542","Normal",8.49113059516557,8.77314974717387,6.91081864103302,5.97357370730483,6.03703036702755,7.73489214361703,7.43046170073774,6.50002668689531,6.19734029361238
"GSM4224323","Normal",8.52181733976395,9.34292160465096,7.30164810319674,6.18711854976602,5.40730918834399,8.0104201437085,6.47769862011787,6.42157736774072,7.12876821592686
"GSM4224325","Normal",8.90485255450408,9.06833283145488,7.34151426592522,5.83064858835014,5.42577343948803,8.38257678461899,6.43181687632182,6.28745303448454,7.0296434123606
"GSM4224326","Tumor",11.7098853570753,8.11746623144582,7.33598380270487,8.62886961155532,8.40104100137611,8.86151799438833,9.93966861567976,9.90808525460691,7.15980494735062
"GSM4224327","Normal",8.85019703015078,7.31395104589175,5.89616682646902,6.89617018888857,6.02356254312456,7.03327681937945,6.87485433139933,6.85704463934805,5.71087441928871
"GSM4224328","Tumor",10.4386917547912,10.3176670073264,7.31226697858244,12.1791271712922,12.4192375426113,10.3606713187399,8.70448693908521,9.18974624143238,7.77255001755531
"GSM4224331","Normal",8.74856453780943,8.90760855204602,6.69352374942348,5.63844627534526,5.39487606784146,7.99903412551506,6.28892626966647,6.36791718579151,6.48986690773455
"GSM4224332","Tumor",10.3118324914642,9.91493686280647,8.47875115400929,7.04066356674931,12.0184824930962,10.0999479895033,8.3450412157591,10.0264524545393,8.02835427149753
"GSM4224333","Normal",8.68236104823635,8.14861384205142,5.92325949054926,7.52000982162681,5.67071469257774,6.95637143913516,6.95374638875866,6.30686952903482,5.75107361267849
"GSM4224337","Normal",8.42562877132507,9.02572928030367,7.02112119153195,5.67794152402882,5.51966484109074,7.63462824823738,6.59303209440214,6.23794266650468,7.02907007191422
"GSM4224338","Tumor",10.2348263032118,10.5927579829437,9.32232904536361,8.76784309019065,11.6829296136338,10.6602690820112,8.31154310469435,8.75269427556955,9.15138856696128
"GSM4224339","Normal",8.34803753734485,8.91681356366472,7.37885660277382,5.68785039583405,5.58870075555589,7.85800465698471,6.85809236271094,6.58211047589225,6.77998109348255
"GSM4224342","Tumor",10.9269761693083,10.7249177904211,7.92921563226546,9.57842638871432,10.3685864921481,11.4371192644602,8.94181180544212,9.68478676212852,8.2364695252757
"GSM4224343","Normal",8.4671709440933,8.80796603379223,5.93966923252384,6.03671308216992,5.48111347110728,6.20784301211646,7.18137385779764,6.9788325519203,5.93594765704526
"GSM4224344","Tumor",9.3027407924189,10.5836366343835,9.00772741406738,8.1548539339075,9.03719790213312,9.50274669907986,8.03658026880995,8.52204912940037,8.48678947904683
"GSM4224346","Tumor",10.9540626482529,11.0543666646473,8.5346632027948,9.6611459283639,9.3598774590007,9.09226473093949,8.73364674220249,10.3541497598822,9.03919536240136
"GSM4224347","Normal",8.41211856030273,9.32048510533464,7.04910182832261,5.95081608376369,5.45935917877818,7.69057991025537,6.49474803689409,6.32208705662738,7.12659451314665
"GSM4224350","Tumor",10.5284971705502,10.1875748591226,9.36341734052846,8.51798738724185,8.88255282313218,7.77454699842806,8.63911046493197,7.90242446001003,9.56067848193714
"GSM4224352","Tumor",11.4380353697559,10.2743959622084,8.02740672707042,10.1747610521874,8.92839613084729,10.0512529438243,8.99777829469081,9.61855625049985,8.01642135548209
"GSM4224354","Tumor",10.9496642912297,10.8344937302242,9.40837935406168,8.81111893408649,7.26590479023176,10.4809050743599,9.02240565884604,10.4403946094221,8.86500980629441
"GSM4224357","Normal",8.74587471795813,9.4080544551924,7.84684556333542,5.90399534963541,5.39063825873711,7.62367024298016,6.78244914165699,7.23287169506055,7.78129936384257
"GSM4224358","Tumor",9.64059886826581,10.0156962425879,9.06929446807244,9.56884535425118,7.25203553400216,8.88531602357214,7.56733366152151,8.30141337983066,8.80782814141996
"GSM4224359","Normal",8.33688691865047,8.96479284053959,6.70027136347712,7.13875482395568,5.45231028270188,7.54613241793763,6.28335452952254,6.66044105039013,6.6573056822067
"GSM4224360","Tumor",10.3196212936585,10.3409936679287,8.57123686309106,11.8867477898126,8.18344010392946,9.61567112903893,8.16061217917334,8.08354821105697,8.64781613704793
"GSM4224362","Tumor",10.6977221709814,10.2260316422775,7.10821960862877,13.2521395911749,7.15244100873963,8.96578312411322,8.71535843955446,7.84675587059161,7.59631034419567
"GSM615865","Tumor",11.1386062571761,10.3784960584964,8.62291236565484,8.0576404340878,9.12819748610016,10.3864951892488,8.49864333085421,10.4998026740668,7.57855443081882
"GSM615867","Tumor",10.8064903965696,10.0968062129944,7.59069120624339,11.062647715763,11.2320419578187,10.3374304229381,7.64949210714116,8.04291076013484,7.47869338164761
"GSM615868","Tumor",10.5190261389289,10.8242501373772,8.60355310028555,9.96052132710317,10.5020040853125,10.3337714290477,8.17026464069048,8.70057839085323,8.27664997379082
"GSM615869","Tumor",12.5213349806322,10.7229925531032,8.37090355943007,8.63698896328453,7.87564161966426,11.1238860996281,8.77966982178411,8.44441172254135,7.74224384924998
"GSM615873","Tumor",12.3098902225252,9.99665226532096,8.29477001592403,8.96188136976424,11.7588253050005,10.085454495461,8.16878836039783,9.43522071273485,8.31072222000974
"GSM615874","Tumor",10.8114159805061,9.68076176242861,8.76258388232056,7.60419977521202,7.50997357661076,10.8704890135986,9.80031378975936,9.18798726723506,9.20896508019286
"GSM615875","Tumor",11.163580162445,10.8148616311102,8.47301574926196,9.32613652158321,8.57979154915311,11.7492501336226,8.87587512711458,10.2887179823992,9.96079988333819
"GSM615878","Tumor",9.82047121441532,10.718261745218,7.54571816437277,10.610111863604,10.3834161465104,11.031641455219,8.90765348239346,9.72689789202684,7.67620930975044
"GSM615880","Tumor",10.0529028769204,9.66374671896892,7.01988581923135,7.7380769282455,5.23405538125695,8.75452240429953,8.34348630056572,7.15413653293661,7.17140367419073
"GSM615881","Tumor",11.034535631306,12.2524065454778,7.54993250977712,9.04983963074886,11.1179465831386,10.6424985118897,9.44626763151494,11.7107489746312,8.48454071912897
"GSM615882","Tumor",9.50832595685665,9.73683685475489,7.38298080652538,14.3848848451464,12.5161750374797,9.35630251759956,8.96804013966437,8.68935471626102,6.88544016091143
"GSM615884","Tumor",9.9657687782861,9.84922608847448,7.56320085544215,14.4362234724372,10.1951630505093,8.86644645616657,8.36930027029779,8.26939387939176,7.47173848868017
"GSM615886","Tumor",10.1173780868934,10.7359308135719,6.85639685341366,6.93533246310116,10.8061909319195,8.77542688597805,8.47285999695635,8.51300965256671,7.4706227641826
"GSM615887","Tumor",10.2338025704034,10.7862394148499,8.41551997177188,10.0258697356821,9.00428377448139,10.2300210469833,9.25204862729244,10.5137623914595,8.43599098723088
"GSM615888","Tumor",10.8990449319141,10.0331371457987,8.74025890252566,8.74081824542547,10.758595847869,8.38234101422598,8.9105647048411,7.98578343665358,6.8902707191619
"GSM615889","Tumor",10.6652066070702,9.68652130650488,7.81485661259957,11.8104365092946,11.4756807929502,9.59940927121754,9.85471822546072,11.3457203263232,7.72070020547013
"GSM615892","Normal",9.28697821269474,8.81801973941259,8.51524571102039,6.68660867986576,5.43602889301954,7.86652868531745,6.84865213818071,6.5863156989927,7.20777201976774
"GSM615894","Normal",9.05358275608084,9.80492187153268,7.18946202613974,6.60084668417984,5.33222653203841,8.26266359394509,7.34379886838888,6.55018104290031,7.33663843857226
"GSM615896","Normal",8.77559236419334,8.75805157931379,7.71913207743972,7.00260731582229,5.35835583755658,7.82509093832494,6.36770341515845,7.34562364796639,7.20658589881738
"GSM615897","Normal",8.99192205389604,8.60203041393978,7.74105178573457,6.37502004421408,5.35072993638957,7.69897399670854,6.6158722162172,7.45997205368061,6.94715049504862
"GSM615898","Normal",9.00232588822673,8.85501422692783,7.17889857101805,6.47576971132704,5.29680551003871,7.65090766711154,6.68421128301396,6.96707275038097,7.37444020919541
"GSM615899","Normal",9.55666197898916,8.60677924826582,7.94868417486089,6.81972990143501,5.3887660431062,8.26132279367143,6.85829211567452,6.75602698367333,7.46285712975317
"GSM615900","Normal",9.51616651910254,8.73765181002807,7.50172755614257,6.46086959703536,5.47169684878551,8.17690722114657,6.56088658323528,6.80736912339051,7.42465490391965
"GSM615901","Normal",9.41306344406866,7.36380574888927,7.36577766272393,6.5549934356531,5.34225486345059,8.31325763267242,6.56586685999142,7.19388302665915,8.87631690349964
"GSM615902","Normal",9.01933939767982,9.45626677396776,7.58516912068828,6.73085378048747,6.30232180419299,7.66847681693136,7.08323527293867,6.54927930433899,8.34763780369948
"GSM615903","Normal",8.25974941900935,9.79986361125144,7.25305379452907,6.64982233251363,6.07729482781244,6.95971484540703,7.07741515250312,6.71246329729894,6.60425216321311
"GSM615904","Normal",8.41967007325685,8.72382511120911,7.64373468803976,7.37219448161121,5.79041002273433,7.14212541677856,6.63216833065807,6.37096747423268,6.77337941923705
"GSM615905","Normal",8.18925029762803,9.38493185270823,7.19741900473382,7.03530362233457,5.52943211260276,7.02382272608469,7.19241280296693,7.07391248940287,6.83862053524156
"GSM615906","Normal",8.9713600418658,8.7738760196512,7.01650388923371,6.46755788376167,5.3342874477706,6.95100911499003,6.78717983577948,6.51479749838103,7.17068392273641
"GSM615907","Normal",8.26395914467139,9.00349332889715,7.18507188281796,6.9036573811811,6.32536010076161,7.43504493994686,7.27293843106725,6.93631629828621,7.28488850368761
"GSM615910","Normal",8.50716726485963,9.33742865568146,7.28509585674994,6.57858002976969,5.41833279394734,6.97272200810533,6.53633897167967,6.38984289163447,7.12461729310056
"GSM615911","Normal",8.66322756992889,10.0186830255365,7.37559112491022,6.45340746677359,5.63527186746287,7.42465341986684,7.18211420086803,6.74255056779037,6.9082136329228
"GSM615912","Normal",8.34194085828634,9.18696265584031,7.4744566586379,6.31834408408102,5.54125664598126,7.18694160015952,6.66712529045164,6.61735209758192,7.70204436623012
"GSM615913","Normal",9.20609764603307,9.59362378061681,7.30776509169283,6.9549170332689,5.7003329404605,8.81965296104128,6.72335018843528,6.85952031372824,7.46041155191855
"GSM615915","Normal",8.29660098292783,8.34324258000196,7.22836486161751,6.97710475955122,7.28533420984587,7.19646741766304,7.11771917765258,7.70009260205996,7.44086473662628
"GSM615916","Normal",8.14575762774036,8.23041488340046,7.27345543172083,6.39661921304619,5.5674119171404,7.23549688661079,7.08335186644611,7.11084974469719,7.65522805169655
