"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"4.155339805825243","0.0","0.24065420560747663","0.0","1","8","false","CEACAM1","9.0","0","1","0","0.9013956310679612","false","0","CEACAM1","0","0.0"
"3.063106796116505","0.02069341843491351","0.3264659270998415","0.3611111111111111","9","7","false","FAP","15.11111111111111","0","9","0","0.9355279126213593","false","0","FAP","6048","0.2518518518518518"
"3.0242718446601944","0.09209510395136666","0.3306581059390048","0.15384615384615385","13","8","false","SI","8.307692307692308","0","13","0","0.9367415048543689","false","0","SI","22858","0.14685314685314685"
"3.6844660194174756","0.0021465682454375867","0.27140974967061926","0.6666666666666666","3","8","false","MEP1B","8.666666666666666","0","3","0","0.9161104368932039","false","0","MEP1B","522","0.43333333333333335"
"3.3689320388349513","0.002622956162396991","0.2968299711815562","0.6444444444444445","10","7","false","CXCL2","15.5","0","10","0","0.9259708737864077","false","0","CXCL2","956","0.31"
"3.2864077669902914","0.004971155038622056","0.3042836041358936","0.5769230769230769","13","7","false","CXCL1","14.615384615384615","0","13","0","0.9285497572815534","false","0","CXCL1","1520","0.26573426573426573"
"5.009708737864078","0.0","0.1996124031007752","0.0","1","9","false","ANXA3","2.0","0","1","0","0.8746966019417476","false","0","ANXA3","0","0.0"
"4.014563106796117","0.00970873786407767","0.249093107617896","0.0","2","8","false","S100A11","11.0","0","2","0","0.9057949029126213","false","0","S100A11","1740","0.5"
"4.20873786407767","0.004178403795702988","0.23760092272202998","0.7619047619047619","7","9","false","AQP8","8.142857142857142","0","7","0","0.8997269417475728","false","0","AQP8","1260","0.3877551020408163"
"4.019417475728155","0.02109632474132848","0.24879227053140096","0.4722222222222222","9","9","false","MS4A12","6.888888888888889","0","9","0","0.9056432038834952","false","0","MS4A12","3730","0.31746031746031744"
"4.150485436893204","0.0050050710694038705","0.24093567251461986","0.7142857142857143","7","9","false","GUCA2B","8.142857142857142","0","7","0","0.9015473300970873","false","0","GUCA2B","796","0.4"
"4.674757281553398","0.01932275633435946","0.21391484942886813","0.3333333333333333","3","10","false","BEST2","6.666666666666667","0","3","0","0.8851638349514563","false","0","BEST2","4180","0.5277777777777778"
"4.223300970873787","0.0","0.23678160919540228","1.0","6","9","false","ZG16","9.166666666666666","0","6","0","0.8992718446601942","false","0","ZG16","0","0.4583333333333333"
"3.703883495145631","0.042350828799710576","0.2699868938401049","0.4","11","9","false","SLC26A3","7.2727272727272725","0","11","0","0.915503640776699","false","0","SLC26A3","9916","0.22727272727272727"
"3.5679611650485437","0.020923421987960697","0.2802721088435374","0.4444444444444444","10","8","false","CLCA4","7.7","0","10","0","0.919751213592233","false","0","CLCA4","5408","0.25333333333333335"
"3.4466019417475726","0.061329458929785606","0.29014084507042254","0.34545454545454546","11","8","false","GUCA2A","7.909090909090909","0","11","0","0.9235436893203883","false","0","GUCA2A","14418","0.19318181818181818"
"4.388349514563107","0.0","0.2278761061946903","0.0","1","9","false","ASPA","7.0","0","1","0","0.8941140776699029","false","0","ASPA","0","0.0"
"3.5097087378640777","1.6886188541288984E-4","0.28492392807745504","0.9894736842105263","20","9","false","ATAD2","22.4","0","20","0","0.9215716019417476","false","0","ATAD2","240","0.5463414634146342"
"3.3932038834951457","0.018916802850909926","0.2947067238912732","0.8571428571428571","22","9","false","TRIP13","21.0","0","22","0","0.9252123786407767","false","0","TRIP13","2716","0.4762396694214876"
"3.4757281553398056","9.105036331046439E-4","0.2877094972067039","0.9004329004329005","22","9","false","CDC6","21.318181818181817","0","22","0","0.9226334951456311","false","0","CDC6","734","0.5075757575757576"
"3.1553398058252426","0.03851400083926252","0.3169230769230769","0.6584615384615384","26","8","false","AURKA","18.807692307692307","0","26","0","0.9326456310679612","false","0","AURKA","8000","0.37461538461538463"
"3.5097087378640777","1.6886188541288984E-4","0.28492392807745504","0.9894736842105263","20","9","false","DLGAP5","22.4","0","20","0","0.9215716019417476","false","0","DLGAP5","240","0.5463414634146342"
"3.29126213592233","0.01280378410560458","0.30383480825958703","0.7166666666666667","25","8","false","CCNB1","19.32","0","25","0","0.9283980582524272","false","0","CCNB1","4404","0.42933333333333334"
"3.4757281553398056","9.105036331046439E-4","0.2877094972067039","0.9004329004329005","22","9","false","CCNA2","21.318181818181817","0","22","0","0.9226334951456311","false","0","CCNA2","734","0.5075757575757576"
"2.849514563106796","0.130472794841185","0.35093696763202725","0.6666666666666666","24","8","false","FOXM1","20.375","0","24","0","0.9422026699029127","false","0","FOXM1","27338","0.26121794871794873"
"3.4611650485436893","0.011727287241508446","0.28892005610098176","0.7717391304347826","24","9","false","UBE2C","19.791666666666668","0","24","0","0.9230885922330097","false","0","UBE2C","2466","0.47023809523809523"
"3.854368932038835","3.234530025433408E-4","0.2594458438287154","0.9239766081871345","19","9","false","RFC3","21.57894736842105","0","19","0","0.9108009708737864","false","0","RFC3","116","0.553306342780027"
"3.5","0.008193945176894465","0.2857142857142857","0.8952380952380953","21","9","false","FANCI","21.428571428571427","0","21","0","0.921875","false","0","FANCI","1276","0.521486643437863"
"3.504854368932039","2.74507548718984E-4","0.2853185595567867","0.9428571428571428","21","9","false","ECT2","21.80952380952381","0","21","0","0.9217233009708737","false","0","ECT2","296","0.5319396051103368"
"3.504854368932039","2.74507548718984E-4","0.2853185595567867","0.9428571428571428","21","9","false","CENPA","21.80952380952381","0","21","0","0.9217233009708737","false","0","CENPA","296","0.5319396051103368"
"3.4757281553398056","0.0037285539447650725","0.2877094972067039","0.8354978354978355","22","9","false","NEK2","20.59090909090909","0","22","0","0.9226334951456311","false","0","NEK2","1590","0.4902597402597403"
"3.504854368932039","0.0029922835748955228","0.2853185595567867","0.9047619047619048","21","9","false","PRC1","21.428571428571427","0","21","0","0.9217233009708737","false","0","PRC1","1332","0.5226480836236934"
"3.504854368932039","0.001332097043560563","0.2853185595567867","0.9","21","9","false","CEP55","21.428571428571427","0","21","0","0.9217233009708737","false","0","CEP55","458","0.5226480836236934"
"3.5097087378640777","1.6886188541288984E-4","0.28492392807745504","0.9894736842105263","20","9","false","DTL","22.4","0","20","0","0.9215716019417476","false","0","DTL","240","0.5463414634146342"
"3.4271844660194173","0.0176483470949398","0.2917847025495751","0.7536231884057971","24","9","false","MAD2L1","19.708333333333332","0","24","0","0.9241504854368932","false","0","MAD2L1","2730","0.4563953488372093"
"3.412621359223301","0.01571126535959853","0.2930298719772404","0.7427536231884058","24","9","false","TPX2","19.583333333333332","0","24","0","0.9246055825242718","false","0","TPX2","3506","0.4441287878787879"
"3.2718446601941746","0.018373995899802827","0.3056379821958457","0.6676923076923077","26","8","false","CDK1","18.76923076923077","0","26","0","0.929004854368932","false","0","CDK1","5016","0.3993453355155483"
"3.383495145631068","0.012533374742505632","0.29555236728837875","0.7905138339920948","23","9","false","RRM2","20.391304347826086","0","23","0","0.9255157766990292","false","0","RRM2","2362","0.42481884057971014"
"3.2475728155339807","0.05605812025119852","0.30792227204783257","0.07142857142857142","8","8","false","NME1","10.0","0","8","0","0.9297633495145631","false","0","NME1","7766","0.1913265306122449"
"4.043689320388349","0.0020127647614137686","0.24729891956782715","0.7142857142857143","7","9","false","CSE1L","20.857142857142858","0","7","0","0.9048847087378641","false","0","CSE1L","592","0.6473214285714286"
"3.8058252427184467","0.012543360009553252","0.2627551020408163","0.8333333333333334","12","9","false","UBE2S","22.083333333333332","0","12","0","0.9123179611650485","false","0","UBE2S","3384","0.55"
"4.150485436893204","0.0","0.24093567251461986","0.0","1","9","false","PHLDA1","26.0","0","1","0","0.9015473300970873","false","0","PHLDA1","0","0.0"
"3.6359223300970873","0.0","0.2750333778371162","1.0","11","9","false","CDC25B","23.363636363636363","0","11","0","0.917627427184466","false","0","CDC25B","0","0.6314496314496314"
"4.456310679611651","0.0","0.22440087145969498","0.0","1","10","false","AZGP1","24.0","0","1","0","0.8919902912621359","false","0","AZGP1","0","0.0"
"3.70873786407767","0.006829394601404794","0.2696335078534031","0.0","3","8","false","BCHE","7.333333333333333","0","3","0","0.9153519417475728","false","0","BCHE","1092","0.3333333333333333"
"3.941747572815534","0.012193639492324333","0.2536945812807882","0.1","5","9","false","CA1","3.4","0","5","0","0.9080703883495146","false","0","CA1","1544","0.23333333333333334"
"3.6553398058252426","0.008289178503968367","0.2735723771580345","0.13333333333333333","6","8","false","BCL2","7.5","0","6","0","0.9170206310679612","false","0","BCL2","1370","0.2"
"3.8155339805825244","0.010392311704066038","0.26208651399491095","0.16666666666666666","4","9","false","PPAT","10.5","0","4","0","0.9120145631067961","false","0","PPAT","1288","0.2857142857142857"
"3.8349514563106797","0.0029881604074773584","0.2607594936708861","0.0","3","8","false","PDE9A","6.333333333333333","0","3","0","0.9114077669902912","false","0","PDE9A","526","0.35555555555555557"
"4.266990291262136","6.645549869509756E-4","0.23435722411831628","0.0","2","9","false","C7","4.5","0","2","0","0.8979065533980582","false","0","C7","108","0.5"
"3.266990291262136","0.019601400895843436","0.30609212481426445","0.3333333333333333","4","7","false","PMAIP1","22.25","0","4","0","0.9291565533980582","false","0","PMAIP1","4982","0.36666666666666664"
"3.3009708737864076","0.02137623504565191","0.30294117647058827","0.13333333333333333","6","8","false","PRKACB","16.166666666666668","0","6","0","0.9280946601941747","false","0","PRKACB","4702","0.28484848484848485"
"5.660194174757281","0.00970873786407767","0.17667238421955403","0.0","2","11","false","CLIC5","2.0","0","2","0","0.854368932038835","false","0","CLIC5","2092","0.5"
"3.029126213592233","0.010670091152415177","0.3301282051282051","0.5424836601307189","18","6","false","BGN","15.333333333333334","0","18","0","0.9365898058252428","false","0","BGN","3982","0.25555555555555554"
"3.029126213592233","0.045807707273120384","0.3301282051282051","0.42857142857142855","21","7","false","TIMP1","14.333333333333334","0","21","0","0.9365898058252428","false","0","TIMP1","10062","0.22600151171579744"
"2.849514563106796","0.0543867822033771","0.35093696763202725","0.3323076923076923","26","6","false","COL1A1","12.653846153846153","0","26","0","0.9422026699029127","false","0","COL1A1","12724","0.18076923076923077"
"3.79126213592233","5.262188544215539E-6","0.26376440460947503","0.9","5","7","false","INHBA","19.2","0","5","0","0.9127730582524272","false","0","INHBA","2","0.6193548387096774"
"2.6650485436893203","0.1072803978482708","0.37522768670309653","0.27485380116959063","19","7","false","SOX9","14.631578947368421","0","19","0","0.9479672330097088","false","0","SOX9","25302","0.14876476906552094"
"3.8349514563106797","0.0","0.2607594936708861","1.0","3","7","false","MATN2","19.666666666666668","0","3","0","0.9114077669902912","false","0","MATN2","0","0.7564102564102564"
"3.6262135922330097","0.003325886031018455","0.2757697456492637","0.5238095238095238","7","7","false","SULF1","14.0","0","7","0","0.9179308252427184","false","0","SULF1","900","0.49489795918367346"
"3.004854368932039","0.01592254920889059","0.33279483037156704","0.4523809523809524","21","6","false","COL1A2","14.095238095238095","0","21","0","0.9373483009708737","false","0","COL1A2","6070","0.22734254992319508"
"3.0242718446601944","0.010332910158712372","0.3306581059390048","0.5555555555555556","18","6","false","MMP3","15.944444444444445","0","18","0","0.9367415048543689","false","0","MMP3","4082","0.26138433515482695"
"3.3009708737864076","0.004002349734978743","0.30294117647058827","0.5833333333333334","16","7","false","MMP1","16.0","0","16","0","0.9280946601941747","false","0","MMP1","1572","0.2807017543859649"
"3.0776699029126213","0.017977438260535807","0.3249211356466877","0.45751633986928103","18","7","false","CXCL12","15.11111111111111","0","18","0","0.9350728155339806","false","0","CXCL12","5216","0.2459016393442623"
"3.1990291262135924","0.03531075749833339","0.3125948406676783","0.6666666666666666","10","7","false","COL10A1","16.7","0","10","0","0.9312803398058253","false","0","COL10A1","8758","0.3192307692307692"
"3.3446601941747574","0.038742542429396336","0.29898403483309144","0.5818181818181818","11","7","false","TGFBI","16.90909090909091","0","11","0","0.9267293689320388","false","0","TGFBI","11740","0.32798573975044565"
"3.3932038834951457","5.66547532978826E-4","0.2947067238912732","0.8333333333333334","9","7","false","COL11A1","16.666666666666668","0","9","0","0.9252123786407767","false","0","COL11A1","266","0.43859649122807015"
"2.907766990291262","0.03749488883492015","0.34390651085141904","0.37662337662337664","22","7","false","SPP1","13.818181818181818","0","22","0","0.9403822815533981","false","0","SPP1","8248","0.19960474308300397"
"3.4902912621359223","0.0020460362138067035","0.2865090403337969","0.5818181818181818","11","7","false","COL5A2","12.363636363636363","0","11","0","0.9221783980582524","false","0","COL5A2","756","0.3746556473829201"
"3.3640776699029127","0.004073166445639959","0.2972582972582973","0.5238095238095238","15","6","false","THBS2","14.066666666666666","0","15","0","0.926122572815534","false","0","THBS2","1598","0.30579710144927535"
"3.262135922330097","0.00346925694862727","0.30654761904761907","0.6818181818181818","12","6","false","COL4A1","16.75","0","12","0","0.9293082524271845","false","0","COL4A1","1454","0.3160377358490566"
"7.218446601941747","0.00970873786407767","0.13853396099529255","0.0","2","11","false","C1orf115","1.5","0","2","0","0.8056735436893204","false","0","C1orf115","2802","0.5"
"8.21359223300971","0.0","0.12174940898345152","0.0","1","12","false","LRRC19","2.0","0","1","0","0.7745752427184466","false","0","LRRC19","0","0.0"
"3.6893203883495147","0.005801192310933289","0.2710526315789474","0.3333333333333333","3","8","false","CFD","11.333333333333334","0","3","0","0.9159587378640777","false","0","CFD","1130","0.3793103448275862"
"4.213592233009709","0.003109409218504572","0.23732718894009217","0.3333333333333333","4","10","false","CA2","6.75","0","4","0","0.8995752427184466","false","0","CA2","458","0.35526315789473684"
"4.524271844660194","0.0013587177155730326","0.22103004291845493","0.3333333333333333","3","10","false","CA7","5.333333333333333","0","3","0","0.8898665048543689","false","0","CA7","218","0.4166666666666667"
"4.470873786407767","0.0","0.2236699239956569","1.0","2","10","false","CA4","9.5","0","2","0","0.8915351941747574","false","0","CA4","0","0.6785714285714286"
"5.014563106796117","0.0","0.1994191674733785","0.0","1","10","false","CD177","9.0","0","1","0","0.8745449029126213","false","0","CD177","0","0.0"
"3.5776699029126213","0.012380793662775169","0.27951153324287653","0.0","2","7","false","CDH3","17.5","0","2","0","0.9194478155339806","false","0","CDH3","3560","0.515625"
"3.5970873786407767","0.02884205541084537","0.27800269905533065","0.3333333333333333","3","7","false","CR2","12.333333333333334","0","3","0","0.9188410194174758","false","0","CR2","3654","0.35294117647058826"
"3.6019417475728157","3.7556012092328017E-4","0.2776280323450135","0.3333333333333333","3","7","false","IL6R","16.333333333333332","0","3","0","0.9186893203883495","false","0","IL6R","124","0.47058823529411764"
"3.2572815533980584","0.01871495384116583","0.30700447093889716","0.48717948717948717","13","7","false","PLAU","14.23076923076923","0","13","0","0.9294599514563107","false","0","PLAU","4352","0.24696356275303644"
"3.529126213592233","0.0","0.2833562585969739","1.0","2","7","false","MSLN","27.0","0","2","0","0.9209648058252428","false","0","MSLN","0","0.6923076923076923"
"3.2427184466019416","0.016657176427505093","0.3083832335329341","0.3333333333333333","3","7","false","PLA2G10","18.333333333333332","0","3","0","0.9299150485436893","false","0","PLA2G10","3424","0.3673469387755102"
"5.169902912621359","0.0016543480122495763","0.19342723004694834","0.3333333333333333","4","10","false","CDHR2","2.75","0","4","0","0.8696905339805825","false","0","CDHR2","308","0.4166666666666667"
"5.436893203883495","8.68261109795564E-5","0.1839285714285714","0.6666666666666666","3","11","false","CDHR5","3.3333333333333335","0","3","0","0.8613470873786407","false","0","CDHR5","8","0.5555555555555556"
"4.402912621359223","0.00666923890056981","0.22712238147739802","0.0","2","9","false","PTPRH","7.5","0","2","0","0.8936589805825242","false","0","PTPRH","1656","0.5"
"4.703883495145631","0.008264329957733706","0.21259029927760575","0.3333333333333333","3","10","false","DPEP1","3.0","0","3","0","0.884253640776699","false","0","DPEP1","1372","0.5333333333333333"
"4.849514563106796","0.005035005467362921","0.20620620620620622","0.3333333333333333","3","10","false","MYO1A","3.6666666666666665","0","3","0","0.8797026699029127","false","0","MYO1A","1422","0.47619047619047616"
"3.5436893203883497","4.5052438890106554E-4","0.2821917808219178","0.3333333333333333","3","8","false","TEAD4","17.666666666666668","0","3","0","0.9205097087378641","false","0","TEAD4","132","0.5777777777777777"
"3.2427184466019416","0.024828551862814817","0.3083832335329341","0.3333333333333333","7","8","false","CHGA","8.857142857142858","0","7","0","0.9299150485436893","false","0","CHGA","5790","0.2271062271062271"
"3.679611650485437","0.004767254630339181","0.2717678100263852","0.3333333333333333","3","9","false","SLC30A10","8.333333333333334","0","3","0","0.9162621359223301","false","0","SLC30A10","736","0.42105263157894735"
"3.1941747572815533","0.024759360175535455","0.3130699088145897","0.32142857142857145","8","8","false","PYY","9.75","0","8","0","0.9314320388349515","false","0","PYY","6012","0.1989795918367347"
"3.8980582524271843","0.030799035634326764","0.25653798256537985","0.1","5","9","false","STMN2","5.6","0","5","0","0.9094356796116505","false","0","STMN2","6488","0.23809523809523808"
"2.8349514563106797","0.1131004932874379","0.3527397260273972","0.13333333333333333","15","8","false","GCG","8.066666666666666","0","15","0","0.9426577669902912","false","0","GCG","20570","0.10303030303030303"
"3.5436893203883497","0.007744307139282646","0.2821917808219178","0.4","5","9","false","SST","7.6","0","5","0","0.9205097087378641","false","0","SST","1868","0.3217391304347826"
