"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"5.014563106796117","0.0","0.1994191674733785","0.0","1","10","false","CHP2","9.0","0","1","0","0.8745449029126213","false","0","CHP2","0","0.0"
"4.179611650485437","4.529199257587839E-4","0.23925667828106853","0.0","2","9","false","CKB","7.5","0","2","0","0.9006371359223301","false","0","CKB","94","0.5416666666666666"
"3.9174757281553396","0.0050770845576741915","0.2552664188351921","0.0","4","8","false","CLEC3B","7.75","0","4","0","0.9088288834951457","false","0","CLEC3B","852","0.32142857142857145"
"3.7718446601941746","0.001176945706242372","0.2651222651222651","0.5","4","7","false","TNXB","15.5","0","4","0","0.913379854368932","false","0","TNXB","508","0.5446428571428571"
"3.8640776699029127","0.005382148114724631","0.25879396984924624","0.0","3","7","false","SEPP1","4.0","0","3","0","0.910497572815534","false","0","SEPP1","782","0.3333333333333333"
"6.655339805825243","0.0","0.15025528811086797","0.0","1","12","false","PTPRR","2.0","0","1","0","0.8232706310679612","false","0","PTPRR","0","0.0"
"3.5776699029126213","2.012807968203924E-4","0.27951153324287653","0.7142857142857143","8","7","false","MMP12","18.0","0","8","0","0.9194478155339806","false","0","MMP12","122","0.42857142857142855"
"3.7815533980582523","0.0","0.2644415917843389","1.0","2","7","false","SFRP4","16.5","0","2","0","0.9130764563106796","false","0","SFRP4","0","0.6111111111111112"
"3.733009708737864","6.654015304124649E-5","0.26788036410923277","0.9","5","7","false","LOXL2","18.2","0","5","0","0.9145934466019418","false","0","LOXL2","32","0.56875"
"3.79126213592233","0.016853652861524994","0.26376440460947503","0.0","2","9","false","CPM","9.0","0","2","0","0.9127730582524272","false","0","CPM","2532","0.5"
"4.58252427184466","0.0","0.21822033898305085","1.0","2","8","false","TNFRSF17","3.0","0","2","0","0.8880461165048543","false","0","TNFRSF17","0","0.75"
"4.577669902912621","0.00970873786407767","0.21845174973488865","0.3333333333333333","3","8","false","POU2AF1","2.0","0","3","0","0.8881978155339806","false","0","POU2AF1","1222","0.5555555555555556"
"3.8689320388349513","0.0","0.2584692597239649","1.0","5","7","false","CXCL3","15.0","0","5","0","0.9103458737864077","false","0","CXCL3","0","0.5769230769230769"
"3.5242718446601944","8.343809775505877E-4","0.2837465564738292","0.16666666666666666","4","8","false","SFRP1","11.75","0","4","0","0.9211165048543689","false","0","SFRP1","202","0.4017857142857143"
"3.878640776699029","0.009683048807000544","0.25782227784730916","0.26666666666666666","10","9","false","HSD17B2","8.3","0","10","0","0.9100424757281553","false","0","HSD17B2","4530","0.3565217391304348"
"4.199029126213592","0.009110888302266626","0.23815028901734106","0.2","5","10","false","HSD11B2","5.8","0","5","0","0.9000303398058253","false","0","HSD11B2","1934","0.26666666666666666"
"3.412621359223301","0.037062375904032246","0.2930298719772404","0.21794871794871795","13","9","false","HSD3B2","8.307692307692308","0","13","0","0.9246055825242718","false","0","HSD3B2","9366","0.2165991902834008"
"4.946601941747573","0.0","0.20215897939156036","0.0","1","10","false","DUSP14","6.0","0","1","0","0.8766686893203883","false","0","DUSP14","0","0.0"
"3.8300970873786406","0.0","0.2610899873257288","0.0","1","9","false","EDN3","15.0","0","1","0","0.9115594660194175","false","0","EDN3","0","0.0"
"3.8592233009708736","0.0031602063678044983","0.2591194968553459","0.16666666666666666","4","9","false","ENTPD5","9.75","0","4","0","0.9106492718446602","false","0","ENTPD5","418","0.2890625"
"4.092233009708738","0.001906277118949283","0.2443653618030842","0.3333333333333333","4","9","false","SQLE","7.75","0","4","0","0.9033677184466019","false","0","SQLE","446","0.35714285714285715"
"4.029126213592233","0.009784193231979163","0.24819277108433732","0.0","3","9","false","PHLPP2","9.333333333333334","0","3","0","0.9053398058252426","false","0","PHLPP2","1464","0.36231884057971014"
"4.393203883495145","0.0","0.22762430939226522","1.0","3","10","false","FHL1","22.333333333333332","0","3","0","0.8939623786407767","false","0","FHL1","0","0.8933333333333333"
"3.825242718446602","0.0","0.2614213197969543","1.0","2","9","false","REG1A","8.5","0","2","0","0.9117111650485437","false","0","REG1A","0","0.5666666666666667"
"3.7815533980582523","0.0","0.2644415917843389","1.0","2","9","false","STC1","11.5","0","2","0","0.9130764563106796","false","0","STC1","0","0.71875"
"3.825242718446602","0.0","0.2614213197969543","1.0","2","9","false","REG1B","8.5","0","2","0","0.9117111650485437","false","0","REG1B","0","0.5666666666666667"
"3.737864077669903","0.002089662312468568","0.2675324675324675","0.3333333333333333","3","7","false","GDF15","15.0","0","3","0","0.9144417475728155","false","0","GDF15","430","0.5238095238095238"
"4.0","7.516854586065068E-4","0.25","0.0","2","8","false","S100A2","6.0","0","2","0","0.90625","false","0","S100A2","74","0.5"
"3.9029126213592233","0.006929504889546374","0.2562189054726368","0.0","3","9","false","SLC26A2","5.0","0","3","0","0.9092839805825242","false","0","SLC26A2","934","0.3333333333333333"
"4.106796116504855","0.008204307885540874","0.24349881796690304","0.3333333333333333","4","9","false","NR3C2","4.5","0","4","0","0.9029126213592233","false","0","NR3C2","1316","0.3541666666666667"
"3.8932038834951457","0.014517330745393426","0.256857855361596","0.3333333333333333","4","9","false","MEP1A","7.5","0","4","0","0.9095873786407767","false","0","MEP1A","3310","0.34523809523809523"
"4.359223300970874","0.012436078582974441","0.22939866369710465","0.16666666666666666","4","10","false","SGK2","4.25","0","4","0","0.8950242718446602","false","0","SGK2","2320","0.3125"
"4.766990291262136","1.0380293354482318E-4","0.20977596741344195","0.0","2","10","false","HPGD","7.5","0","2","0","0.8822815533980582","false","0","HPGD","26","0.5909090909090909"
"4.480582524271845","0.0027391863979078475","0.22318526543878656","0.5","4","10","false","SCNN1B","4.5","0","4","0","0.8912317961165048","false","0","SCNN1B","568","0.375"
"3.2572815533980584","0.01328483228587778","0.30700447093889716","0.2","5","8","false","NR5A2","12.6","0","5","0","0.9294599514563107","false","0","NR5A2","3518","0.26956521739130435"
"4.883495145631068","0.00970873786407767","0.2047713717693837","0.0","2","10","false","ITM2A","3.0","0","2","0","0.8786407766990292","false","0","ITM2A","2062","0.5"
"5.878640776699029","0.0","0.17010734929810073","0.0","1","11","false","NEBL","2.0","0","1","0","0.8475424757281553","false","0","NEBL","0","0.0"
"5.067961165048544","0.0","0.19731800766283522","0.0","1","9","false","KRT6B","2.0","0","1","0","0.872876213592233","false","0","KRT6B","0","0.0"
"4.072815533980583","0.00970873786407767","0.24553039332538734","0.0","2","8","false","TRIM29","5.0","0","2","0","0.9039745145631068","false","0","TRIM29","1390","0.5"
"4.131067961165049","0.013246831801432294","0.24206815511163338","0.0","3","9","false","LPAR1","4.666666666666667","0","3","0","0.9021541262135923","false","0","LPAR1","1790","0.3333333333333333"
"5.12621359223301","0.0","0.19507575757575757","0.0","1","10","false","RCAN2","3.0","0","1","0","0.8710558252427184","false","0","RCAN2","0","0.0"
"4.281553398058253","0.013174737011575748","0.23356009070294784","0.2","5","10","false","NEDD4L","5.4","0","5","0","0.8974514563106796","false","0","NEDD4L","2504","0.25"
"4.422330097087379","0.0","0.2261251372118551","0.0","1","10","false","TUBAL3","24.0","0","1","0","0.8930521844660194","false","0","TUBAL3","0","0.0"
"4.286407766990291","0.0","0.2332955832389581","0.0","1","8","false","SEMA6A","8.0","0","1","0","0.8972997572815534","false","0","SEMA6A","0","0.0"
"4.815533980582524","0.0","0.20766129032258066","0.0","1","10","false","METTL7A","8.0","0","1","0","0.8807645631067962","false","0","METTL7A","0","0.0"
"5.354368932038835","0.0","0.18676337262012693","0.0","1","11","false","MORC4","4.0","0","1","0","0.8639259708737864","false","0","MORC4","0","0.0"
"3.912621359223301","0.0036452946387956616","0.2555831265508685","0.3","5","8","false","SLC7A5","4.6","0","5","0","0.9089805825242718","false","0","SLC7A5","568","0.3142857142857143"
"3.936893203883495","0.0011927559050306546","0.25400739827373614","0.5","4","8","false","PSAT1","5.5","0","4","0","0.9082220873786407","false","0","PSAT1","286","0.4230769230769231"
"4.08252427184466","0.0","0.24494649227110585","0.0","1","8","false","PDCD4","9.0","0","1","0","0.9036711165048543","false","0","PDCD4","0","0.0"
"5.024271844660194","0.0","0.19903381642512077","0.0","1","10","false","PPM1H","3.0","0","1","0","0.8742415048543689","false","0","PPM1H","0","0.0"
"4.252427184466019","0.0","0.2351598173515982","0.0","1","8","false","SRPX2","13.0","0","1","0","0.8983616504854369","false","0","SRPX2","0","0.0"
"5.572815533980583","0.0","0.1794425087108014","0.0","1","9","false","SPIB","3.0","0","1","0","0.8570995145631068","false","0","SPIB","0","0.0"
"4.189320388349515","6.196227010813797E-4","0.23870220162224798","0.3333333333333333","3","8","false","SLC3A1","4.333333333333333","0","3","0","0.9003337378640777","false","0","SLC3A1","48","0.4444444444444444"
"4.893203883495145","0.0","0.2043650793650794","0.0","1","10","false","VSNL1","5.0","0","1","0","0.8783373786407767","false","0","VSNL1","0","0.0"
"3.9805825242718447","2.0045961398194653E-4","0.25121951219512195","0.5","4","9","false","SULT1B1","10.25","0","4","0","0.9068567961165048","false","0","SULT1B1","150","0.5394736842105263"
