"PC-1"	"PC-2"	"Batch"	"Group"
"GSM1077838"	69.6434667075198	20.0833981041041	"GSE44076"	"Tumor"
"GSM1077839"	69.9692039882059	19.3592041251596	"GSE44076"	"Tumor"
"GSM1077840"	68.4339757189019	19.1287562211572	"GSE44076"	"Tumor"
"GSM1077841"	69.0988481681023	18.0717532661939	"GSE44076"	"Tumor"
"GSM1077842"	70.6155016491212	20.1887955714681	"GSE44076"	"Tumor"
"GSM1077843"	69.4532107709253	21.0573670192035	"GSE44076"	"Tumor"
"GSM2843099"	-17.084841246646	-35.7301284428624	"GSE106582"	"Tumor"
"GSM2843100"	-15.2086858265614	-37.0639824957591	"GSE106582"	"Normal"
"GSM2843101"	-16.8816529544793	-35.4467350723973	"GSE106582"	"Tumor"
"GSM2843102"	-14.9856718080379	-36.1368056026405	"GSE106582"	"Normal"
"GSM2843103"	-13.139451919759	-31.8485646613993	"GSE106582"	"Normal"
"GSM2843104"	-16.3872198256362	-32.1519645547163	"GSE106582"	"Tumor"
"GSM2843105"	-16.1415056600397	-33.4571634089763	"GSE106582"	"Normal"
"GSM2843106"	-18.6295105064345	-33.8569610420148	"GSE106582"	"Tumor"
"GSM2843107"	-14.7726287647224	-37.1890980105786	"GSE106582"	"Normal"
"GSM2843108"	-16.0366515324212	-35.6308330351372	"GSE106582"	"Normal"
"GSM2843109"	-14.0032910770091	-31.3855402001488	"GSE106582"	"Normal"
"GSM2843110"	-17.8990910662566	-33.9141196274772	"GSE106582"	"Tumor"
"GSM2843111"	-15.3894393213301	-36.3278157507461	"GSE106582"	"Normal"
"GSM2843112"	-12.891602444578	-33.46732805839	"GSE106582"	"Normal"
"GSM2843113"	-18.126263990067	-34.0033576608491	"GSE106582"	"Tumor"
"GSM2843114"	-16.7476579986198	-32.6967472042117	"GSE106582"	"Normal"
"GSM2843115"	-15.5325895687346	-34.9431901686148	"GSE106582"	"Normal"
"GSM2843116"	-13.6913102332805	-31.3444264292385	"GSE106582"	"Normal"
"GSM2843117"	-18.7926139141679	-31.8076738522825	"GSE106582"	"Tumor"
"GSM2843118"	-15.147770104106	-35.7055972119243	"GSE106582"	"Normal"
"GSM2843119"	-16.0080102465421	-31.7508725455448	"GSE106582"	"Tumor"
"GSM2843120"	-14.3788445401066	-35.7724553035474	"GSE106582"	"Normal"
"GSM2843121"	-16.162787230029	-32.9937171451957	"GSE106582"	"Tumor"
"GSM2843122"	-15.2530342940533	-36.5147658433472	"GSE106582"	"Normal"
"GSM2843123"	-16.6468612909532	-35.2136035841458	"GSE106582"	"Tumor"
"GSM2843124"	-17.2446107329289	-29.8242328999372	"GSE106582"	"Tumor"
"GSM2843125"	-16.2427921589306	-32.7356028466691	"GSE106582"	"Normal"
"GSM2843126"	-15.3301778574047	-33.4450632919685	"GSE106582"	"Normal"
"GSM2843127"	-15.0015468328635	-33.9476407735555	"GSE106582"	"Tumor"
"GSM2843128"	-14.4202849993982	-32.8941053224316	"GSE106582"	"Normal"
"GSM2843129"	-16.6356178421959	-32.6621170275926	"GSE106582"	"Tumor"
"GSM2843130"	-15.0115084051758	-34.174176777632	"GSE106582"	"Normal"
"GSM2843131"	-15.0580182955186	-32.5304077466404	"GSE106582"	"Tumor"
"GSM2843132"	-13.8651964324951	-32.3146891869614	"GSE106582"	"Normal"
"GSM2843133"	-15.8924237107698	-32.4751249297393	"GSE106582"	"Tumor"
"GSM2843134"	-14.2320204136173	-33.2108059709389	"GSE106582"	"Normal"
"GSM2843135"	-15.4127196062871	-35.4796399501634	"GSE106582"	"Tumor"
"GSM2843136"	-13.9178692764366	-37.8484295168757	"GSE106582"	"Normal"
"GSM2843137"	-17.6928440238275	-29.5730840979933	"GSE106582"	"Tumor"
"GSM2843138"	-13.9461086789825	-30.8137434323583	"GSE106582"	"Normal"
"GSM2843139"	-17.9961766559912	-31.7877807990649	"GSE106582"	"Tumor"
"GSM2843140"	-16.5446069016377	-32.7837567410452	"GSE106582"	"Normal"
"GSM2843141"	-13.7349391373788	-31.9275717490131	"GSE106582"	"Normal"
"GSM2843142"	-17.0233243268155	-31.4230039293016	"GSE106582"	"Tumor"
"GSM2843143"	-16.8784229320475	-32.3990015949121	"GSE106582"	"Normal"
"GSM2843144"	-16.0669302391154	-35.0380389124743	"GSE106582"	"Normal"
"GSM2843145"	-18.5952269296633	-30.6245203414981	"GSE106582"	"Tumor"
"GSM2843146"	-16.8336020127264	-32.3464871398298	"GSE106582"	"Normal"
"GSM2843147"	-16.9349147480474	-32.1142035074191	"GSE106582"	"Tumor"
"GSM2843148"	-14.7605440910415	-33.0826641218481	"GSE106582"	"Normal"
"GSM2843149"	-15.5517338499635	-33.9018257261938	"GSE106582"	"Tumor"
"GSM2843150"	-14.4244818635453	-32.535754165241	"GSE106582"	"Normal"
"GSM2843151"	-14.6741369637756	-31.3628332978587	"GSE106582"	"Normal"
"GSM2843152"	-16.3860688020404	-34.342155396276	"GSE106582"	"Tumor"
"GSM2843153"	-14.7223916123406	-33.6359076626343	"GSE106582"	"Normal"
"GSM2843154"	-15.7131588117441	-33.3606414776699	"GSE106582"	"Tumor"
"GSM2843155"	-14.13669234113	-33.1551664511988	"GSE106582"	"Normal"
"GSM2843156"	-14.8572564994796	-31.9613346536271	"GSE106582"	"Tumor"
"GSM2843157"	-14.5289876507044	-34.497750391235	"GSE106582"	"Normal"
"GSM2843158"	-15.9514662213234	-31.1176778107284	"GSE106582"	"Tumor"
"GSM2843159"	-14.3396265914745	-32.8339978031546	"GSE106582"	"Normal"
"GSM2843160"	-15.6159660176724	-31.8721537604525	"GSE106582"	"Tumor"
"GSM2843161"	-14.4814433325661	-32.7561279545288	"GSE106582"	"Normal"
"GSM2843162"	-14.1550003958008	-33.8203745016463	"GSE106582"	"Tumor"
"GSM2843163"	-13.9523092349957	-32.4269252786613	"GSE106582"	"Normal"
"GSM2843164"	-14.1087446807878	-31.6875662071286	"GSE106582"	"Normal"
"GSM2843165"	-15.644211403409	-33.022996677513	"GSE106582"	"Tumor"
"GSM2843166"	-14.2510113331419	-35.7751893340853	"GSE106582"	"Normal"
"GSM2843167"	-16.1577886033008	-33.0150031218587	"GSE106582"	"Normal"
"GSM2843168"	-16.6582626991773	-32.5592315031142	"GSE106582"	"Tumor"
"GSM2843169"	-13.8194656708357	-33.7085043022893	"GSE106582"	"Normal"
"GSM2843170"	-16.8385395174985	-31.5833558878422	"GSE106582"	"Tumor"
"GSM2843171"	-14.4258733437076	-33.7234102598961	"GSE106582"	"Normal"
"GSM2843172"	-13.2763264237552	-34.0739983125405	"GSE106582"	"Normal"
"GSM2843173"	-17.0680285075422	-32.2446891172684	"GSE106582"	"Tumor"
"GSM2843174"	-16.3226445790363	-32.5281229645602	"GSE106582"	"Normal"
"GSM2843175"	-17.8711689133713	-31.0106374925581	"GSE106582"	"Tumor"
"GSM2843176"	-17.8129741104723	-33.2004891414499	"GSE106582"	"Normal"
"GSM2843177"	-14.3556088541466	-31.0090164010043	"GSE106582"	"Normal"
"GSM2843178"	-15.6946698948906	-33.2799230721207	"GSE106582"	"Normal"
"GSM2843179"	-15.6040333962548	-33.1279006301585	"GSE106582"	"Tumor"
"GSM2843180"	-14.2149312043069	-31.7613548354277	"GSE106582"	"Normal"
"GSM2843181"	-13.9008142874492	-34.5672187779171	"GSE106582"	"Normal"
"GSM2843182"	-16.7140129599316	-33.5194491694693	"GSE106582"	"Tumor"
"GSM2843183"	-14.2448765078318	-31.98896254548	"GSE106582"	"Normal"
"GSM2843184"	-14.3487011505696	-33.6511085094131	"GSE106582"	"Tumor"
"GSM2843185"	-13.7764794263625	-31.3994069750416	"GSE106582"	"Normal"
"GSM2843186"	-17.0138776821837	-32.3857103503594	"GSE106582"	"Tumor"
"GSM2843187"	-15.6523009791729	-31.3716932436154	"GSE106582"	"Normal"
"GSM2843188"	-14.5209248362331	-33.4699883005063	"GSE106582"	"Normal"
"GSM2843189"	-13.6633260722143	-33.3394424451475	"GSE106582"	"Normal"
"GSM2843190"	-15.9506753042427	-31.1467439707435	"GSE106582"	"Normal"
"GSM2843191"	-15.5914084389414	-29.4478280383973	"GSE106582"	"Tumor"
"GSM2843192"	-13.8737428767622	-31.3739673584321	"GSE106582"	"Normal"
"GSM2843193"	-17.3886730503667	-31.8265569409455	"GSE106582"	"Tumor"
"GSM2843194"	-15.9809335787745	-33.4786683342421	"GSE106582"	"Normal"
"GSM2843195"	-14.7318066375524	-30.6599520741383	"GSE106582"	"Normal"
"GSM2843196"	-15.263050213906	-32.3427492893081	"GSE106582"	"Tumor"
"GSM2843197"	-15.0802636782989	-32.4228598281963	"GSE106582"	"Tumor"
"GSM2843198"	-15.2074557607478	-31.4248273685578	"GSE106582"	"Normal"
"GSM2843199"	-17.1918923463082	-31.388052910763	"GSE106582"	"Tumor"
"GSM2843200"	-17.2149721164575	-32.4553370019052	"GSE106582"	"Normal"
"GSM2843201"	-14.6979057488596	-30.3938725975591	"GSE106582"	"Tumor"
"GSM2843202"	-14.0862918955086	-32.4517594758216	"GSE106582"	"Normal"
"GSM2843203"	-15.3809283683263	-33.8476782101534	"GSE106582"	"Normal"
"GSM2843204"	-16.4162495795867	-31.6746066842521	"GSE106582"	"Normal"
"GSM2843205"	-17.974016481013	-33.2015553172908	"GSE106582"	"Tumor"
"GSM2843206"	-16.7197109835364	-32.9736661244099	"GSE106582"	"Normal"
"GSM2843207"	-14.3012892546096	-32.1945395551626	"GSE106582"	"Tumor"
"GSM2843208"	-14.3133913113403	-31.6264718137297	"GSE106582"	"Normal"
"GSM2843209"	-15.1875647069607	-32.4988281360254	"GSE106582"	"Normal"
"GSM2843210"	-15.057523262908	-31.0311739654512	"GSE106582"	"Tumor"
"GSM2843211"	-14.3593560376524	-31.2647743986757	"GSE106582"	"Normal"
"GSM2843212"	-14.100261147301	-29.8100133866759	"GSE106582"	"Normal"
"GSM2843213"	-15.9398421751468	-30.5508665456266	"GSE106582"	"Tumor"
"GSM2843214"	-14.9436622843808	-30.3628899546421	"GSE106582"	"Normal"
"GSM2843215"	-14.5616914412421	-31.2292879586979	"GSE106582"	"Normal"
"GSM2843216"	-14.6152326231269	-32.9940307066467	"GSE106582"	"Normal"
"GSM2843217"	-14.5717286992158	-31.8423555485472	"GSE106582"	"Normal"
"GSM2843218"	-16.4433759013869	-31.8204810965249	"GSE106582"	"Tumor"
"GSM2843219"	-16.1179988867722	-30.7705921832658	"GSE106582"	"Normal"
"GSM2843220"	-13.8928970116668	-32.6182851740267	"GSE106582"	"Normal"
"GSM2843221"	-15.0442509016623	-32.4909084012661	"GSE106582"	"Normal"
"GSM2843222"	-15.6841058920345	-32.9037632533464	"GSE106582"	"Tumor"
"GSM2843223"	-15.1187349711062	-31.5791906075007	"GSE106582"	"Normal"
"GSM2843224"	-17.3397702139636	-32.4524918104737	"GSE106582"	"Tumor"
"GSM2843225"	-16.5131115300897	-32.2070421003506	"GSE106582"	"Normal"
"GSM2843226"	-17.9345830017556	-34.7508888257259	"GSE106582"	"Tumor"
"GSM2843227"	-16.5835004284352	-35.7457237295924	"GSE106582"	"Normal"
"GSM2843228"	-14.7444212022647	-29.343065101878	"GSE106582"	"Tumor"
"GSM2843229"	-13.8885939095126	-32.8537722136375	"GSE106582"	"Normal"
"GSM2843230"	-15.8372977246012	-31.1091448424923	"GSE106582"	"Tumor"
"GSM2843231"	-13.1560858284089	-32.9319680019621	"GSE106582"	"Normal"
"GSM2843232"	-14.567112084524	-30.9904833502879	"GSE106582"	"Normal"
"GSM2843233"	-16.2489738728048	-29.7734032483909	"GSE106582"	"Normal"
"GSM2843234"	-14.0832718292327	-31.6703353290263	"GSE106582"	"Normal"
"GSM2843235"	-13.6884408190493	-32.8103340247181	"GSE106582"	"Normal"
"GSM2843236"	-14.3497789998667	-31.9608039868751	"GSE106582"	"Normal"
"GSM2843237"	-14.0812587067069	-32.9734054561725	"GSE106582"	"Normal"
"GSM2843238"	-13.9195566182317	-31.3687763069876	"GSE106582"	"Normal"
"GSM2843239"	-14.9392559119801	-32.4364920637816	"GSE106582"	"Normal"
"GSM2843240"	-15.0371474583446	-28.7374158564472	"GSE106582"	"Tumor"
"GSM2843241"	-14.974707015205	-31.4924643634937	"GSE106582"	"Normal"
"GSM2843242"	-14.2257352380566	-32.0451343086545	"GSE106582"	"Normal"
"GSM2843243"	-17.465759457068	-28.6399138738809	"GSE106582"	"Tumor"
"GSM2843244"	-13.8539190606891	-32.6758917484252	"GSE106582"	"Normal"
"GSM2843245"	-15.9291900944081	-33.162842446232	"GSE106582"	"Tumor"
"GSM2843246"	-14.8293445598457	-31.4867253215522	"GSE106582"	"Normal"
"GSM2843247"	-15.8254551625337	-35.2860750896004	"GSE106582"	"Tumor"
"GSM2843248"	-15.287216334791	-32.4654684365835	"GSE106582"	"Normal"
"GSM2843249"	-16.3671073649326	-32.373748863422	"GSE106582"	"Tumor"
"GSM2843250"	-14.4939255795857	-32.6989984739571	"GSE106582"	"Normal"
"GSM2843251"	-14.7615877467875	-31.6639180013801	"GSE106582"	"Tumor"
"GSM2843252"	-14.0895298272934	-31.5217466072235	"GSE106582"	"Normal"
"GSM2843253"	-14.6181022208694	-33.2057578226593	"GSE106582"	"Tumor"
"GSM2843254"	-14.303304096847	-31.826460511251	"GSE106582"	"Normal"
"GSM2843255"	-14.9983594777951	-31.4436785382196	"GSE106582"	"Tumor"
"GSM2843256"	-13.4504492927889	-33.5325655373153	"GSE106582"	"Normal"
"GSM2843257"	-14.6292112219829	-34.0371304196582	"GSE106582"	"Tumor"
"GSM2843258"	-15.0821054056654	-30.0697596725196	"GSE106582"	"Normal"
"GSM2843259"	-13.0735750161942	-36.6761065878111	"GSE106582"	"Tumor"
"GSM2843260"	-13.9041091617811	-32.5055077308964	"GSE106582"	"Normal"
"GSM2843261"	-16.4549811378738	-29.8325504502643	"GSE106582"	"Tumor"
"GSM2843262"	-14.2680480812484	-32.5878100280507	"GSE106582"	"Normal"
"GSM2843263"	-15.0199493100697	-34.1309162072547	"GSE106582"	"Tumor"
"GSM2843264"	-14.9823510732787	-32.0256181850702	"GSE106582"	"Normal"
"GSM2843265"	-16.0473888417664	-30.1156269691024	"GSE106582"	"Tumor"
"GSM2843266"	-14.6007995589163	-30.9926615734653	"GSE106582"	"Normal"
"GSM2843267"	-15.7561548328595	-31.8441133334002	"GSE106582"	"Tumor"
"GSM2843268"	-14.3461588268573	-32.0914779616742	"GSE106582"	"Normal"
"GSM2843269"	-14.71493968272	-28.8540696710775	"GSE106582"	"Tumor"
"GSM2843270"	-14.3498430271245	-31.4722457870115	"GSE106582"	"Normal"
"GSM2843271"	-14.335691911375	-30.4855458408368	"GSE106582"	"Tumor"
"GSM2843272"	-14.424736233875	-31.9180247852224	"GSE106582"	"Normal"
"GSM2843273"	-15.7716153579841	-31.2100975874705	"GSE106582"	"Tumor"
"GSM2843274"	-14.8402244071189	-31.1253042759741	"GSE106582"	"Normal"
"GSM2843275"	-15.3545047045169	-30.9450346647471	"GSE106582"	"Tumor"
"GSM2843276"	-14.1722221258855	-31.7136174495603	"GSE106582"	"Normal"
"GSM2843277"	-15.2976536436765	-32.4795663731187	"GSE106582"	"Normal"
"GSM2843278"	-15.6278073128129	-31.611656987444	"GSE106582"	"Tumor"
"GSM2843279"	-13.9317322786855	-32.3980176080818	"GSE106582"	"Normal"
"GSM2843280"	-15.9652552482773	-30.7372583152132	"GSE106582"	"Tumor"
"GSM2843281"	-14.2275276400086	-32.4147233713566	"GSE106582"	"Normal"
"GSM2843282"	-14.967185803982	-32.3091361287294	"GSE106582"	"Tumor"
"GSM2843283"	-13.96114290356	-34.8566764749005	"GSE106582"	"Normal"
"GSM2843284"	-14.5723039640078	-30.6858837397424	"GSE106582"	"Normal"
"GSM2843285"	-15.3791772209028	-29.5963287670238	"GSE106582"	"Tumor"
"GSM2843286"	-13.9687095455757	-31.184454876961	"GSE106582"	"Normal"
"GSM2843287"	-13.6080504485266	-31.5990434809402	"GSE106582"	"Normal"
"GSM2843288"	-13.9664281113538	-33.3707355094682	"GSE106582"	"Tumor"
"GSM2843289"	-14.5439198725216	-30.9963019247884	"GSE106582"	"Normal"
"GSM2843290"	-13.3550662899968	-35.0487283660957	"GSE106582"	"Normal"
"GSM2843291"	-16.1422612222946	-33.1743975898049	"GSE106582"	"Tumor"
"GSM2843292"	-14.490221358298	-32.094101078557	"GSE106582"	"Normal"
"GSM2982906"	-20.5629405364964	-7.78641861965863	"GSE110223"	"Normal"
"GSM2982907"	-22.8736346871578	-5.92955236727318	"GSE110223"	"Tumor"
"GSM2982908"	-23.7223249372613	-6.20560046560044	"GSE110223"	"Normal"
"GSM2982909"	-23.6113013874838	-4.59131700631248	"GSE110223"	"Tumor"
"GSM2982910"	-22.4089226416413	-5.72300071579975	"GSE110223"	"Normal"
"GSM2982911"	-24.4826036927419	-4.31283510620344	"GSE110223"	"Tumor"
"GSM2982912"	-25.0470729022703	-2.78501742287809	"GSE110223"	"Normal"
"GSM2982913"	-25.7436557159531	-3.37431794332081	"GSE110223"	"Tumor"
"GSM2982914"	-23.1129348278235	-4.18449924577783	"GSE110223"	"Normal"
"GSM2982915"	-24.0252356561579	-4.91117823580439	"GSE110223"	"Tumor"
"GSM2982916"	-24.4549973276701	-2.83457587467017	"GSE110223"	"Normal"
"GSM2982917"	-27.4848876551042	-2.18562950635966	"GSE110223"	"Tumor"
"GSM2982918"	-23.3559976377666	-5.14574916212105	"GSE110223"	"Normal"
"GSM2982919"	-25.9273310369128	-1.66604454051986	"GSE110223"	"Tumor"
"GSM2982920"	-20.4529837423519	-8.13973723986132	"GSE110223"	"Normal"
"GSM2982921"	-28.605951586933	-2.18414195708206	"GSE110223"	"Tumor"
"GSM2982922"	-25.3893302080111	-4.24725284493454	"GSE110223"	"Normal"
"GSM2982923"	-19.677190070719	-8.67033843134488	"GSE110223"	"Tumor"
"GSM2982924"	-19.8529566102522	-8.56214885936788	"GSE110223"	"Normal"
"GSM2982925"	-25.617708194484	-4.42184010745032	"GSE110223"	"Tumor"
"GSM2982926"	-22.3155654439288	-4.57607709941355	"GSE110223"	"Normal"
"GSM2982927"	-25.161495033433	-3.08012973150915	"GSE110223"	"Tumor"
"GSM2982928"	-27.9791990452096	-0.243033137807782	"GSE110223"	"Normal"
"GSM2982929"	-26.6518399875932	-1.8104629588754	"GSE110223"	"Tumor"
"GSM2982930"	-23.1609034063792	-4.42046949793596	"GSE110223"	"Normal"
"GSM2982931"	-25.1205744001236	-3.77090653460771	"GSE110223"	"Tumor"
"GSM2982932"	-13.9462639987922	12.1362328332462	"GSE110224"	"Normal"
"GSM2982933"	-15.3700428751009	9.3086837903819	"GSE110224"	"Tumor"
"GSM2982934"	-15.8302313534762	11.0360295979689	"GSE110224"	"Normal"
"GSM2982935"	-11.6130881782572	9.47572758081525	"GSE110224"	"Tumor"
"GSM2982936"	-14.3991176950151	10.596942008552	"GSE110224"	"Normal"
"GSM2982937"	-11.5259575071007	8.59182579029056	"GSE110224"	"Tumor"
"GSM2982938"	-14.9275135670335	11.215368221976	"GSE110224"	"Normal"
"GSM2982939"	-15.0131423507655	11.049646973768	"GSE110224"	"Tumor"
"GSM2982940"	-16.4775697689	13.4316201693417	"GSE110224"	"Normal"
"GSM2982941"	-14.6766360688451	11.7420085193223	"GSE110224"	"Tumor"
"GSM2982942"	-11.184938607494	10.4146493775778	"GSE110224"	"Normal"
"GSM2982943"	-14.5518279723836	10.5724709457132	"GSE110224"	"Tumor"
"GSM2982944"	-13.4193990007651	10.9969680398206	"GSE110224"	"Normal"
"GSM2982945"	-14.3202883846614	11.1543325352882	"GSE110224"	"Tumor"
"GSM2982946"	-15.9261082141515	12.6803972861312	"GSE110224"	"Normal"
"GSM2982947"	-17.6440338409394	11.2475222499775	"GSE110224"	"Tumor"
"GSM2982948"	-12.7009046151567	10.738270758271	"GSE110224"	"Normal"
"GSM2982949"	-15.0091518643207	12.7671333030916	"GSE110224"	"Tumor"
"GSM2982950"	-13.3791395970057	11.3852305802935	"GSE110224"	"Normal"
"GSM2982951"	-17.9099128012669	11.4252684371056	"GSE110224"	"Tumor"
"GSM2982952"	-12.4498404005117	10.2661666240147	"GSE110224"	"Normal"
"GSM2982953"	-19.2700667526656	10.2489222725011	"GSE110224"	"Tumor"
"GSM2982954"	-12.068956210014	10.699895249032	"GSE110224"	"Normal"
"GSM2982955"	-16.1001732480739	12.0501175123513	"GSE110224"	"Tumor"
"GSM2982956"	-10.196106777289	4.5403501480134	"GSE110224"	"Normal"
"GSM2982957"	-19.2330218550232	12.2867524213811	"GSE110224"	"Tumor"
"GSM2982958"	-14.5187930341309	11.4036513787206	"GSE110224"	"Normal"
"GSM2982959"	-19.8764802995122	12.2740721328021	"GSE110224"	"Tumor"
"GSM2982960"	-12.9287649144952	12.1827133178521	"GSE110224"	"Normal"
"GSM2982961"	-16.579741620286	10.8250727884733	"GSE110224"	"Tumor"
"GSM2982962"	-12.3927823421549	11.7895875301489	"GSE110224"	"Normal"
"GSM2982963"	-16.0023211513191	11.0096425747194	"GSE110224"	"Tumor"
"GSM2982964"	-15.0284667723717	11.7798117893568	"GSE110224"	"Normal"
"GSM2982965"	-20.7302852051528	11.1455727378011	"GSE110224"	"Tumor"
