"","group","CDC25B","CDK4","MMP1","MMP7","PLAU","SLC7A5","TEAD4","TRIB3"
"GSM615876","Tumor",10.6421555414412,10.6466234823158,8.73658864313926,8.23950975576778,10.1120926850814,10.623576199233,8.05747978033234,7.6776760910477
"GSM615877","Tumor",9.33587546686686,10.5548309868126,7.17329470295655,9.80118066619176,8.61162724540584,8.87926482998792,9.00840988941467,8.22994118293786
"GSM615878","Tumor",9.5905132715854,10.3804390016925,10.2802827012649,10.0342730340796,9.76763885661673,10.9637484085965,8.63107397267688,9.54097372268311
"GSM615879","Tumor",11.5473055530636,10.8243749359612,8.23327797124915,9.39131776266357,8.6316839205521,9.43195093490377,9.86803342592793,9.29889590330213
"GSM615880","Tumor",9.8181679391568,9.32777404891849,7.3937171961158,4.93789430268606,9.33834076690475,8.50005362963401,8.07859612472511,6.91386518098025
"GSM615881","Tumor",10.7796259262842,11.9118922513046,8.71211653777101,10.7612458498227,9.43698508562916,10.5427210418615,9.1585282372425,11.5667318079256
"GSM615882","Tumor",9.28478330313952,9.40073595313058,14.0741535014226,12.1450878607412,10.8302573646925,9.15114059086339,8.69020944090094,8.48151341564408
"GSM615883","Tumor",8.97376040215314,9.56325574128645,11.621817652661,7.91658267988112,10.7231409210846,10.5506156157069,8.91044087888631,8.83544312151087
"GSM615884","Tumor",9.73282464278771,9.51292800773463,14.125751867722,9.84795688372308,11.9004059682004,8.62114817763921,8.10387523861908,8.0526812980356
"GSM615885","Tumor",11.9848209383163,11.4674404534254,7.77484722444506,10.0688532158421,8.20118916934198,9.59114975561373,8.51641340346144,9.47614698641331
"GSM615886","Tumor",9.88131803813553,10.3980770708915,6.58691138257656,10.4526978682973,9.99241912989342,8.52267091982245,8.20528924631345,8.30144322705796
"GSM615887","Tumor",9.99534973590415,10.4482974092178,9.69308470017107,8.66933062491456,9.26680149911678,10.0964472397434,8.96833337844806,10.344460000304
"GSM615888","Tumor",10.6469198663755,9.69651640586439,8.40153171157475,10.4055924924785,8.75619025500944,8.09737756086153,8.63392487567973,7.76307984938159
"GSM615889","Tumor",10.4178874465493,9.35050868002022,11.4866801843089,11.1152993142212,8.87488790918192,9.41416629405501,9.55851588701453,11.1939922700948
"GSM615891","Normal",9.9051828907393,8.01008571501637,6.11573065317296,5.35572637828027,7.57349884530135,8.35392233093795,6.76154224142481,6.36590276302738
"GSM615892","Normal",9.06798475438865,8.48353083869034,6.33692922387839,5.13778969875103,7.43379000470011,7.53930215363006,6.61473436941402,6.33404966185321
"GSM615894","Normal",8.83938610085132,9.46870151946863,6.25073333003602,5.03505536552226,7.37478974010168,7.96789437227432,7.0996218437962,6.2971516948745
"GSM615895","Normal",8.46602374405096,8.86861760897003,5.96432684228633,5.19803280194194,7.32220504526318,8.68375170794148,9.22257757538878,5.91369897712768
"GSM615896","Normal",8.56710903854789,8.42366788856919,6.65452660091462,5.06091582529184,7.39023112620743,7.49446920522704,6.14375072479709,7.10939728260457
"GSM615897","Normal",8.77899266517734,8.2679204515086,6.02376415878967,5.05336838740838,7.14923082200025,7.35801887318421,6.38677756073165,7.22616119167081
"GSM615898","Normal",8.7891826772458,8.52046042194307,6.12502355162056,4.9999987922129,9.35423951763907,7.30601422932327,6.45370066751817,6.72284985060038
"GSM615899","Normal",9.33212591099124,8.27266095433419,6.47072394951153,5.09101313869551,7.85678063751297,7.96644371354284,6.62417461016469,6.50734593903513
"GSM615902","Normal",8.80584652070423,9.12065811309056,6.38139817502314,5.99516927826162,7.86718894681855,7.32502290726852,6.84445702899338,6.29623090792764
"GSM615904","Normal",8.21850175350292,8.38950146842895,7.02598362978915,5.48852458306375,7.5711941630567,6.75554491008941,6.402736025751,6.11415240682461
"GSM615905","Normal",7.99281762399451,9.04944834400277,6.68738832880037,5.2302318878747,6.75129843782159,6.62754908954502,6.95137244126406,6.83194647939808
"GSM615906","Normal",8.75885324887367,8.43946456602358,6.11677017771741,5.03709507638804,8.25927464929989,6.54876949590941,6.55453575022237,6.26102070599988
"GSM615907","Normal",8.06599103571903,8.66867902762612,6.55507604599427,6.01797053262937,7.6224815622767,7.07246479163644,7.03022960834297,6.6914436971594
"GSM615911","Normal",8.45705359425386,9.68208764435365,6.10254816911355,5.33498265213357,7.29719108666451,7.0612218424563,6.9412872223648,6.49358484644387
"GSM615912","Normal",8.14237004922485,8.85182647036012,5.96680145632488,5.24193475803006,7.24049185328015,6.80403310703462,6.43696869035783,6.36574167539708
"GSM615914","Normal",8.02127904185132,9.59903250665847,7.22665368935824,6.02078679328869,7.89586954463777,7.2874205366638,7.66671384506568,6.80489251474561
"GSM615915","Normal",8.09796201057287,8.00958664287657,6.62889501881967,6.96806741945813,7.64305350068623,6.81433942230579,6.8782264400456,7.47135406253577
"GSM615916","Normal",7.95021882657442,7.89695689464331,6.04547260492417,5.26782091627881,7.13512707220575,6.85656677042508,6.84457120672677,6.86966399973782
